wiki_header,class,key_1,key_2
ウエスト・ハイランド・ホワイト・テリア,4,r_01_ウエスト・ハイランド・ホワイト・テリア_平易化.xlsx,r_02_ウエスト・ハイランド・ホワイト・テリア_平易化.xlsx
二胚動物,4,r_01_二胚動物_平易化.xlsx,r_02_二胚動物_平易化.xlsx
オットー・フォン・ビスマルク,2,r_01_オットー・フォン・ビスマルク_平易化.xlsx,r_02_オットー・フォン・ビスマルク_平易化.xlsx
コーヒーの歴史,3,r_01_コーヒーの歴史_平易化.xlsx,r_02_コーヒーの歴史_平易化.xlsx
刃物を持たない運動,3,r_01_刃物を持たない運動_平易化.xlsx,r_02_刃物を持たない運動_平易化.xlsx
ハイチ革命,2,r_01_ハイチ革命_平易化.xlsx,r_02_ハイチ革命_平易化.xlsx
神岡水電,5,r_01_神岡水電_平易化.xlsx,r_02_神岡水電_平易化.xlsx
アポロ17号,5,r_01_アポロ17号_平易化.xlsx,r_02_アポロ17号_平易化.xlsx
やぐら,2,r_01_やぐら_平易化.xlsx,r_02_やぐら_平易化.xlsx
ギーラーン共和国,2,r_01_ギーラーン共和国_平易化.xlsx,r_02_ギーラーン共和国_平易化.xlsx
逆川 (水戸市),2,r_01_逆川 (水戸市)_平易化.xlsx,r_02_逆川 (水戸市)_平易化.xlsx
東大寺献物帳,7,r_01_東大寺献物帳_平易化.xlsx,r_02_東大寺献物帳_平易化.xlsx
線形多自由度系の振動,4,r_01_線形多自由度系の振動_平易化.xlsx,r_02_線形多自由度系の振動_平易化.xlsx
カール・グスタフ・エミール・マンネルヘイム,2,r_01_カール・グスタフ・エミール・マンネルヘイム_平易化.xlsx,r_02_カール・グスタフ・エミール・マンネルヘイム_平易化.xlsx
海辺の生と死 (映画),7,r_01_海辺の生と死 (映画)_平易化.xlsx,r_02_海辺の生と死 (映画)_平易化.xlsx
弦楽のためのレクイエム,7,r_01_弦楽のためのレクイエム_平易化.xlsx,r_02_弦楽のためのレクイエム_平易化.xlsx
中国の書道史,7,r_01_中国の書道史_平易化.xlsx,r_02_中国の書道史_平易化.xlsx
朝鮮民主主義人民共和国の鉱業,5,r_01_朝鮮民主主義人民共和国の鉱業_平易化.xlsx,r_02_朝鮮民主主義人民共和国の鉱業_平易化.xlsx
箱根登山バス,6,r_01_箱根登山バス_平易化.xlsx,r_02_箱根登山バス_平易化.xlsx
中国回教協会,1,r_01_中国回教協会_平易化.xlsx,r_02_中国回教協会_平易化.xlsx
サンルームにて,7,r_01_サンルームにて_平易化.xlsx,r_02_サンルームにて_平易化.xlsx
ピョートル1世 (ロシア皇帝),2,r_01_ピョートル1世 (ロシア皇帝)_平易化.xlsx,r_02_ピョートル1世 (ロシア皇帝)_平易化.xlsx
西武30000系電車,5,r_01_西武30000系電車_平易化.xlsx,r_02_西武30000系電車_平易化.xlsx
合同電気,5,r_01_合同電気_平易化.xlsx,r_02_合同電気_平易化.xlsx
中ソ紛争,2,r_01_中ソ紛争_平易化.xlsx,r_02_中ソ紛争_平易化.xlsx
第五青函丸,5,r_01_第五青函丸_平易化.xlsx,r_02_第五青函丸_平易化.xlsx
インドの地理,2,r_01_インドの地理_平易化.xlsx,r_02_インドの地理_平易化.xlsx
ニコライ2世 (ロシア皇帝),2,r_01_ニコライ2世 (ロシア皇帝)_平易化.xlsx,r_02_ニコライ2世 (ロシア皇帝)_平易化.xlsx
土佐のほっぱん,4,r_01_土佐のほっぱん_平易化.xlsx,r_02_土佐のほっぱん_平易化.xlsx
オキナワ移住地,2,r_01_オキナワ移住地_平易化.xlsx,r_02_オキナワ移住地_平易化.xlsx
全日空横浜サッカークラブ・ボイコット事件,7,r_01_全日空横浜サッカークラブ・ボイコット事件_平易化.xlsx,r_02_全日空横浜サッカークラブ・ボイコット事件_平易化.xlsx
即位灌頂,1,r_01_即位灌頂_平易化.xlsx,r_02_即位灌頂_平易化.xlsx
小田急50000形電車,5,r_01_小田急50000形電車_平易化.xlsx,r_02_小田急50000形電車_平易化.xlsx
ヘルムート・カール・ベルンハルト・フォン・モルトケ,2,r_01_ヘルムート・カール・ベルンハルト・フォン・モルトケ_平易化.xlsx,r_02_ヘルムート・カール・ベルンハルト・フォン・モルトケ_平易化.xlsx
光復香港、時代革命,3,r_01_光復香港、時代革命_平易化.xlsx,r_02_光復香港、時代革命_平易化.xlsx
自己愛性パーソナリティ障害,4,r_01_自己愛性パーソナリティ障害_平易化.xlsx,r_02_自己愛性パーソナリティ障害_平易化.xlsx
ボリビアの歴史,2,r_01_ボリビアの歴史_平易化.xlsx,r_02_ボリビアの歴史_平易化.xlsx
華僑虐殺事件 (バタヴィア),2,r_01_華僑虐殺事件 (バタヴィア)_平易化.xlsx,r_02_華僑虐殺事件 (バタヴィア)_平易化.xlsx
ピョウタンの滝,2,r_01_ピョウタンの滝_平易化.xlsx,r_02_ピョウタンの滝_平易化.xlsx
禅林墨跡,7,r_01_禅林墨跡_平易化.xlsx,r_02_禅林墨跡_平易化.xlsx
中国の科学技術史,5,r_01_中国の科学技術史_平易化.xlsx,r_02_中国の科学技術史_平易化.xlsx
OMORI,7,r_01_OMORI_平易化.xlsx,r_02_OMORI_平易化.xlsx
小樽あんかけ焼そば,5,r_01_小樽あんかけ焼そば_平易化.xlsx,r_02_小樽あんかけ焼そば_平易化.xlsx
ラージクマール・ラーオ,7,r_01_ラージクマール・ラーオ_平易化.xlsx,r_02_ラージクマール・ラーオ_平易化.xlsx
測雨器,4,r_01_測雨器_平易化.xlsx,r_02_測雨器_平易化.xlsx
石岡第一発電所,5,r_01_石岡第一発電所_平易化.xlsx,r_02_石岡第一発電所_平易化.xlsx
高輪芳子,7,r_01_高輪芳子_平易化.xlsx,r_02_高輪芳子_平易化.xlsx
ジョージ・ジャーメイン (初代サックヴィル子爵),2,r_01_ジョージ・ジャーメイン (初代サックヴィル子爵)_平易化.xlsx,r_02_ジョージ・ジャーメイン (初代サックヴィル子爵)_平易化.xlsx
ボンバルディア CRJ,5,r_01_ボンバルディア CRJ_平易化.xlsx,r_02_ボンバルディア CRJ_平易化.xlsx
坊津町泊,2,r_01_坊津町泊_平易化.xlsx,r_02_坊津町泊_平易化.xlsx
宇宙ステーション補給機,5,r_01_宇宙ステーション補給機_平易化.xlsx,r_02_宇宙ステーション補給機_平易化.xlsx
伊計島,2,r_01_伊計島_平易化.xlsx,r_02_伊計島_平易化.xlsx
中華民国総統,3,r_01_中華民国総統_平易化.xlsx,r_02_中華民国総統_平易化.xlsx
ボビー・ロブソン,7,r_01_ボビー・ロブソン_平易化.xlsx,r_02_ボビー・ロブソン_平易化.xlsx
鷹峯,2,r_01_鷹峯_平易化.xlsx,r_02_鷹峯_平易化.xlsx
イギリス領インド帝国,2,r_01_イギリス領インド帝国_平易化.xlsx,r_02_イギリス領インド帝国_平易化.xlsx
白血病,4,s_01_白血病_平易化.xlsx,s_02_白血病_平易化.xlsx
横須賀空襲,2,r_01_横須賀空襲_平易化.xlsx,r_02_横須賀空襲_平易化.xlsx
フェイ・ヴィンセント,7,r_01_フェイ・ヴィンセント_平易化.xlsx,r_02_フェイ・ヴィンセント_平易化.xlsx
柏の少女殺し事件,3,r_01_柏の少女殺し事件_平易化.xlsx,r_02_柏の少女殺し事件_平易化.xlsx
ニューモシスチス・イロベチイ,4,r_01_ニューモシスチス・イロベチイ_平易化.xlsx,r_02_ニューモシスチス・イロベチイ_平易化.xlsx
狐の嫁入り,3,r_01_狐の嫁入り_平易化.xlsx,r_02_狐の嫁入り_平易化.xlsx
エストニアとロシアの領有権問題,3,r_01_エストニアとロシアの領有権問題_平易化.xlsx,r_02_エストニアとロシアの領有権問題_平易化.xlsx
惑星の定義,4,r_01_惑星の定義_平易化.xlsx,r_02_惑星の定義_平易化.xlsx
ユナニ医学,4,r_01_ユナニ医学_平易化.xlsx,r_02_ユナニ医学_平易化.xlsx
呉鳳,2,r_01_呉鳳_平易化.xlsx,r_02_呉鳳_平易化.xlsx
日本の染織工芸,7,r_01_日本の染織工芸_平易化.xlsx,r_02_日本の染織工芸_平易化.xlsx
モンゴルの神聖ローマ帝国侵攻,2,r_01_モンゴルの神聖ローマ帝国侵攻_平易化.xlsx,r_02_モンゴルの神聖ローマ帝国侵攻_平易化.xlsx
飯能戦争,2,r_01_飯能戦争_平易化.xlsx,r_02_飯能戦争_平易化.xlsx
アッティラ,2,r_01_アッティラ_平易化.xlsx,r_02_アッティラ_平易化.xlsx
余部橋梁,5,s_01_余部橋梁_平易化.xlsx,s_02_余部橋梁.xlsx
小百合葉子,7,r_01_小百合葉子_平易化.xlsx,r_02_小百合葉子_平易化.xlsx
松江騒擾事件,2,s_01_松江騒擾事件_平易化.xlsx,s_02_松江騒擾事件.xlsx
ムハンマド2世 (ナスル朝),2,r_01_ムハンマド2世 (ナスル朝)_平易化.xlsx,r_02_ムハンマド2世 (ナスル朝)_平易化.xlsx
化け猫,3,r_01_化け猫_平易化.xlsx,r_02_化け猫_平易化.xlsx
ディートリヒ・ブクステフーデ,7,s_01_ディートリヒ・ブクステフーデ_平易化.xlsx,s_02_ディートリヒ・ブクステフーデ_平易化.xlsx
サッカー戦争,2,r_01_サッカー戦争_平易化.xlsx,r_02_サッカー戦争_平易化.xlsx
桜島の大正大噴火,4,r_01_桜島の大正大噴火_平易化.xlsx,r_02_桜島の大正大噴火_平易化.xlsx
中山トンネル (上越新幹線),5,s_01_中山トンネル (上越新幹線)_平易化.xlsx,s_02_中山トンネル (上越新幹線).xlsx
因島,2,r_01_因島_平易化.xlsx,r_02_因島_平易化.xlsx
スロベニアの歴史,2,r_01_スロベニアの歴史_平易化.xlsx,r_02_スロベニアの歴史_平易化.xlsx
ナカプリバイン,5,r_01_ナカプリバイン_平易化.xlsx,r_02_ナカプリバイン_平易化.xlsx
佐久間ダム,5,s_01_佐久間ダム_平易化.xlsx,s_02_佐久間ダム.xlsx
蓬萊社,6,r_01_蓬萊社_平易化.xlsx,r_02_蓬萊社_平易化.xlsx
大論争 (天文学),4,r_01_大論争 (天文学)_平易化.xlsx,r_02_大論争 (天文学)_平易化.xlsx
ダ埼玉,8,r_01_ダ埼玉_平易化.xlsx,r_02_ダ埼玉_平易化.xlsx
天津司舞,3,r_01_天津司舞_平易化.xlsx,r_02_天津司舞_平易化.xlsx
栃木県立特別支援学校宇都宮青葉高等学園,3,r_01_栃木県立特別支援学校宇都宮青葉高等学園_平易化.xlsx,r_02_栃木県立特別支援学校宇都宮青葉高等学園_平易化.xlsx
弘前大教授夫人殺し事件,3,r_01_弘前大教授夫人殺し事件_平易化.xlsx,r_02_弘前大教授夫人殺し事件_平易化.xlsx
松橋事件,3,r_01_松橋事件_平易化.xlsx,r_02_松橋事件_平易化.xlsx
ビアトリクス・ポター,9,r_01_ビアトリクス・ポター_平易化.xlsx,r_02_ビアトリクス・ポター_平易化.xlsx
ハッブル・ディープ・フィールド,4,r_01_ハッブル・ディープ・フィールド_平易化.xlsx,r_02_ハッブル・ディープ・フィールド_平易化.xlsx
エドゥアール・マネ,7,s_01_エドゥアール・マネ_平易化.xlsx,s_02_エドゥアール・マネ_平易化.xlsx
蓮華寺 (京都市左京区),1,r_01_蓮華寺 (京都市左京区)_平易化.xlsx,r_02_蓮華寺 (京都市左京区)_平易化.xlsx
ロシアの農奴制,3,r_01_ロシアの農奴制_平易化.xlsx,r_02_ロシアの農奴制_平易化.xlsx
海 (ドビュッシー),7,r_01_海 (ドビュッシー)_平易化.xlsx,r_02_海 (ドビュッシー)_平易化.xlsx
イブン・バットゥータ,2,r_01_イブン・バットゥータ_平易化.xlsx,r_02_イブン・バットゥータ_平易化.xlsx
中国の貨幣制度史,3,r_01_中国の貨幣制度史_平易化.xlsx,r_02_中国の貨幣制度史_平易化.xlsx
現生人類の拡散,4,r_01_現生人類の拡散_平易化.xlsx,r_02_現生人類の拡散_平易化.xlsx
サラエボ事件,2,r_01_サラエボ事件_平易化.xlsx,r_02_サラエボ事件_平易化.xlsx
ギリシャの戦い,2,r_01_ギリシャの戦い_平易化.xlsx,r_02_ギリシャの戦い_平易化.xlsx
オウム,4,r_01_オウム_平易化.xlsx,r_02_オウム_平易化.xlsx
ムカシトカゲ,4,r_01_ムカシトカゲ_平易化.xlsx,r_02_ムカシトカゲ_平易化.xlsx
アイヌ料理,5,r_01_アイヌ料理_平易化.xlsx,r_02_アイヌ料理_平易化.xlsx
ジャーマンフラッツへの攻撃,2,r_01_ジャーマンフラッツへの攻撃_平易化.xlsx,r_02_ジャーマンフラッツへの攻撃_平易化.xlsx
オセロ (ボードゲーム),7,r_01_オセロ (ボードゲーム)_平易化.xlsx,r_02_オセロ (ボードゲーム)_平易化.xlsx
パーヴォ・ヌルミ,7,r_01_パーヴォ・ヌルミ_平易化.xlsx,r_02_パーヴォ・ヌルミ_平易化.xlsx
行田足袋,5,r_01_行田足袋_平易化.xlsx,r_02_行田足袋_平易化.xlsx
ポリオウイルス,4,r_01_ポリオウイルス_平易化.xlsx,r_02_ポリオウイルス_平易化.xlsx
ケプラー16b,4,r_01_ケプラー16b_平易化.xlsx,r_02_ケプラー16b_平易化.xlsx
中央アジアの美術,7,r_01_中央アジアの美術_平易化.xlsx,r_02_中央アジアの美術_平易化.xlsx
志摩町片田,2,r_01_志摩町片田_平易化.xlsx,r_02_志摩町片田_平易化.xlsx
少年保護手続,3,s_01_少年保護手続_平易化.xlsx,s_02_少年保護手続.xlsx
川端康成,9,r_01_川端康成_平易化.xlsx,r_02_川端康成_平易化.xlsx
バスク地方,2,r_01_バスク地方_平易化.xlsx,r_02_バスク地方_平易化.xlsx
ガボン航空惨事,5,r_01_ガボン航空惨事_平易化.xlsx,r_02_ガボン航空惨事_平易化.xlsx
カレーショップ志み津,6,r_01_カレーショップ志み津_平易化.xlsx,r_02_カレーショップ志み津_平易化.xlsx
吾妻鏡,2,r_01_吾妻鏡_平易化.xlsx,r_02_吾妻鏡_平易化.xlsx
巣守,9,r_01_巣守_平易化.xlsx,r_02_巣守_平易化.xlsx
カリフォルニアワイン,5,r_01_カリフォルニアワイン_平易化.xlsx,r_02_カリフォルニアワイン_平易化.xlsx
ラッコの保護活動,4,r_01_ラッコの保護活動_平易化.xlsx,r_02_ラッコの保護活動_平易化.xlsx
吉田の火祭,3,r_01_吉田の火祭_平易化.xlsx,r_02_吉田の火祭_平易化.xlsx
木内綾,7,r_01_木内綾_平易化.xlsx,r_02_木内綾_平易化.xlsx
ポーランド・ロシア戦争 (1792年),2,r_01_ポーランド・ロシア戦争 (1792年)_平易化.xlsx,r_02_ポーランド・ロシア戦争 (1792年)_平易化.xlsx
サフランの取引と利用,6,r_01_サフランの取引と利用_平易化.xlsx,r_02_サフランの取引と利用_平易化.xlsx
トキ,4,r_01_トキ_平易化.xlsx,r_02_トキ_平易化.xlsx
マラッカ海峡,2,r_01_マラッカ海峡_平易化.xlsx,r_02_マラッカ海峡_平易化.xlsx
長崎電気瓦斯,5,r_01_長崎電気瓦斯_平易化.xlsx,r_02_長崎電気瓦斯_平易化.xlsx
ブリストル・バス・ボイコット事件,3,r_01_ブリストル・バス・ボイコット事件_平易化.xlsx,r_02_ブリストル・バス・ボイコット事件_平易化.xlsx
フランツ・カフカ,9,r_01_フランツ・カフカ_平易化.xlsx,r_02_フランツ・カフカ_平易化.xlsx
日本海電気,5,r_01_日本海電気_平易化.xlsx,r_02_日本海電気_平易化.xlsx
不思議の国のアリスの挿絵,7,r_01_不思議の国のアリスの挿絵_平易化.xlsx,r_02_不思議の国のアリスの挿絵_平易化.xlsx
坊津町秋目,2,r_01_坊津町秋目_平易化.xlsx,r_02_坊津町秋目_平易化.xlsx
中国の絵画,7,r_01_中国の絵画_平易化.xlsx,r_02_中国の絵画_平易化.xlsx
飯田市立図書館,0,r_01_飯田市立図書館_平易化.xlsx,r_02_飯田市立図書館_平易化.xlsx
強制収容所 (ナチス),2,r_01_強制収容所 (ナチス)_平易化.xlsx,r_02_強制収容所 (ナチス)_平易化.xlsx
無害通航,3,r_01_無害通航_平易化.xlsx,r_02_無害通航_平易化.xlsx
九十九王子 (田辺市本宮町),1,r_01_九十九王子 (田辺市本宮町)_平易化.xlsx,r_02_九十九王子 (田辺市本宮町)_平易化.xlsx
辰口信夫,2,r_01_辰口信夫_平易化.xlsx,r_02_辰口信夫_平易化.xlsx
ルーム・セルジューク朝,2,r_01_ルーム・セルジューク朝_平易化.xlsx,r_02_ルーム・セルジューク朝_平易化.xlsx
英西戦争 (1727年-1729年),2,r_01_英西戦争 (1727年-1729年)_平易化.xlsx,r_02_英西戦争 (1727年-1729年)_平易化.xlsx
ホッローケー,2,r_01_ホッローケー_平易化.xlsx,r_02_ホッローケー_平易化.xlsx
メタゲノミクス,4,r_01_メタゲノミクス_平易化.xlsx,r_02_メタゲノミクス_平易化.xlsx
クサヴェラ・レーメ,2,r_01_クサヴェラ・レーメ_平易化.xlsx,r_02_クサヴェラ・レーメ_平易化.xlsx
写真花嫁,2,r_01_写真花嫁_平易化.xlsx,r_02_写真花嫁_平易化.xlsx
神威 (水上機母艦),5,r_01_神威 (水上機母艦)_平易化.xlsx,r_02_神威 (水上機母艦)_平易化.xlsx
横須賀海軍施設ドック,5,s_01_横須賀海軍施設ドック_平易化.xlsx,s_02_横須賀海軍施設ドック.xlsx
馬王堆漢墓,2,r_01_馬王堆漢墓_平易化.xlsx,r_02_馬王堆漢墓_平易化.xlsx
皇居の生物相,4,r_01_皇居の生物相_平易化.xlsx,r_02_皇居の生物相_平易化.xlsx
酸素,4,r_01_酸素_平易化.xlsx,r_02_酸素_平易化.xlsx
扇面法華経冊子,1,r_01_扇面法華経冊子_平易化.xlsx,r_02_扇面法華経冊子_平易化.xlsx
騎士戦争,2,r_01_騎士戦争_平易化.xlsx,r_02_騎士戦争_平易化.xlsx
ウィリアム・キャヴェンディッシュ (第4代デヴォンシャー公爵),2,r_01_ウィリアム・キャヴェンディッシュ (第4代デヴォンシャー公爵)_平易化.xlsx,r_02_ウィリアム・キャヴェンディッシュ (第4代デヴォンシャー公爵)_平易化.xlsx
テイルズ オブ ザ テンペスト,7,r_01_テイルズ オブ ザ テンペスト_平易化.xlsx,r_02_テイルズ オブ ザ テンペスト_平易化.xlsx
ワラキア,2,r_01_ワラキア_平易化.xlsx,r_02_ワラキア_平易化.xlsx
イチョウ,4,r_01_イチョウ_平易化.xlsx,r_02_イチョウ_平易化.xlsx
ファラオ,2,r_01_ファラオ_平易化.xlsx,r_02_ファラオ_平易化.xlsx
ヨハン・サンタナ,7,r_01_ヨハン・サンタナ_平易化.xlsx,r_02_ヨハン・サンタナ_平易化.xlsx
フィンセント・ファン・ゴッホ,7,s_01_フィンセント・ファン・ゴッホ_平易化.xlsx,s_02_フィンセント・ファン・ゴッホ_平易化.xlsx
薤露行,9,r_01_薤露行_平易化.xlsx,r_02_薤露行_平易化.xlsx
正田篠枝,9,r_01_正田篠枝_平易化.xlsx,r_02_正田篠枝_平易化.xlsx
アルゼンチンワイン,5,r_01_アルゼンチンワイン_平易化.xlsx,r_02_アルゼンチンワイン_平易化.xlsx
ロイヒ,4,r_01_ロイヒ_平易化.xlsx,r_02_ロイヒ_平易化.xlsx
日立鉱山の鉱害問題,5,r_01_日立鉱山の鉱害問題_平易化.xlsx,r_02_日立鉱山の鉱害問題_平易化.xlsx
フェルディナント・ラッサール,2,r_01_フェルディナント・ラッサール_平易化.xlsx,r_02_フェルディナント・ラッサール_平易化.xlsx
富山市立奥田中学校いじめ自殺事件,3,r_01_富山市立奥田中学校いじめ自殺事件_平易化.xlsx,r_02_富山市立奥田中学校いじめ自殺事件_平易化.xlsx
補助人工心臓,4,r_01_補助人工心臓_平易化.xlsx,r_02_補助人工心臓_平易化.xlsx
毛皮のマリー,9,r_01_毛皮のマリー_平易化.xlsx,r_02_毛皮のマリー_平易化.xlsx
藻岩山,2,r_01_藻岩山_平易化.xlsx,r_02_藻岩山_平易化.xlsx
東入植地,2,r_01_東入植地_平易化.xlsx,r_02_東入植地_平易化.xlsx
834.194,7,s_01_834.194_平易化.xlsx,s_02_834.194_平易化.xlsx
汪兆銘,2,r_01_汪兆銘_平易化.xlsx,r_02_汪兆銘_平易化.xlsx
コンスタンティノープルの城壁,2,r_01_コンスタンティノープルの城壁_平易化.xlsx,r_02_コンスタンティノープルの城壁_平易化.xlsx
アメリカン航空191便墜落事故,5,r_01_アメリカン航空191便墜落事故_平易化.xlsx,r_02_アメリカン航空191便墜落事故_平易化.xlsx
名古屋第二環状自動車道,5,r_01_名古屋第二環状自動車道_平易化.xlsx,r_02_名古屋第二環状自動車道_平易化.xlsx
フクロウ,4,r_01_フクロウ_平易化.xlsx,r_02_フクロウ_平易化.xlsx
スクールカースト,3,r_01_スクールカースト_平易化.xlsx,r_02_スクールカースト_平易化.xlsx
グルジア問題,2,r_01_グルジア問題_平易化.xlsx,r_02_グルジア問題_平易化.xlsx
重ね板ばね,5,r_01_重ね板ばね_平易化.xlsx,r_02_重ね板ばね_平易化.xlsx
析出硬化系ステンレス鋼,5,r_01_析出硬化系ステンレス鋼_平易化.xlsx,r_02_析出硬化系ステンレス鋼_平易化.xlsx
臍帯血,4,r_01_臍帯血_平易化.xlsx,r_02_臍帯血_平易化.xlsx
セラム,4,r_01_セラム_平易化.xlsx,r_02_セラム_平易化.xlsx
オグリキャップ,7,s_01_オグリキャップ_平易化.xlsx,s_02_オグリキャップ_平易化.xlsx
杉原紙,5,r_01_杉原紙_平易化.xlsx,r_02_杉原紙_平易化.xlsx
兵庫 (佐賀市),2,r_01_兵庫 (佐賀市)_平易化.xlsx,r_02_兵庫 (佐賀市)_平易化.xlsx
ローマ建築,5,r_01_ローマ建築_平易化.xlsx,r_02_ローマ建築_平易化.xlsx
サウスウエスト航空,6,r_01_サウスウエスト航空_平易化.xlsx,r_02_サウスウエスト航空_平易化.xlsx
Summer Madness (三代目J Soul Brothers from EXILE TRIBEの曲),7,r_01_Summer Madness (三代目J Soul Brothers from EXILE TRIBEの曲)_平易化.xlsx,r_02_Summer Madness (三代目J Soul Brothers from EXILE TRIBEの曲)_平易化.xlsx
山下事件,3,r_01_山下事件_平易化.xlsx,r_02_山下事件_平易化.xlsx
サラエヴォ,2,r_01_サラエヴォ_平易化.xlsx,r_02_サラエヴォ_平易化.xlsx
島嶼性,2,r_01_島嶼性_平易化.xlsx,r_02_島嶼性_平易化.xlsx
マダガスカル島民の歌,7,r_01_マダガスカル島民の歌_平易化.xlsx,r_02_マダガスカル島民の歌_平易化.xlsx
メジロブライト,7,r_01_メジロブライト_平易化.xlsx,r_02_メジロブライト_平易化.xlsx
トルダの勅令,2,r_01_トルダの勅令_平易化.xlsx,r_02_トルダの勅令_平易化.xlsx
日本のダムの歴史,5,r_01_日本のダムの歴史_平易化.xlsx,r_02_日本のダムの歴史_平易化.xlsx
エストニアの独立回復,2,r_01_エストニアの独立回復_平易化.xlsx,r_02_エストニアの独立回復_平易化.xlsx
熊本市交通局0800形電車,5,r_01_熊本市交通局0800形電車_平易化.xlsx,r_02_熊本市交通局0800形電車_平易化.xlsx
名鉄3800系電車,5,r_01_名鉄3800系電車_平易化.xlsx,r_02_名鉄3800系電車_平易化.xlsx
アンコウ目,4,r_01_アンコウ目_平易化.xlsx,r_02_アンコウ目_平易化.xlsx
熊野別当,2,r_01_熊野別当_平易化.xlsx,r_02_熊野別当_平易化.xlsx
ヒサトモ,7,r_01_ヒサトモ_平易化.xlsx,r_02_ヒサトモ_平易化.xlsx
中国の女性史,2,s_01_中国の女性史_平易化.xlsx,s_02_中国の女性史.xlsx
エアバスA340,5,s_01_エアバスA340_平易化.xlsx,s_02_エアバスA340_平易化.xlsx
バルト諸国占領,2,r_01_バルト諸国占領_平易化.xlsx,r_02_バルト諸国占領_平易化.xlsx
丸山ダム,5,r_01_丸山ダム_平易化.xlsx,r_02_丸山ダム_平易化.xlsx
熊野三山本願所,2,s_01_熊野三山本願所_平易化.xlsx,s_02_熊野三山本願所.xlsx
アルプ・シュニットガー,7,r_01_アルプ・シュニットガー_平易化.xlsx,r_02_アルプ・シュニットガー_平易化.xlsx
2019年6月9日香港逃亡犯条例改正案反対デモ,3,r_01_2019年6月9日香港逃亡犯条例改正案反対デモ_平易化.xlsx,r_02_2019年6月9日香港逃亡犯条例改正案反対デモ_平易化.xlsx
成田空港予定地の代執行,2,r_01_成田空港予定地の代執行_平易化.xlsx,r_02_成田空港予定地の代執行_平易化.xlsx
千波湖,2,r_01_千波湖_平易化.xlsx,r_02_千波湖_平易化.xlsx
男木島,2,r_01_男木島_平易化.xlsx,r_02_男木島_平易化.xlsx
断続平衡説,4,r_01_断続平衡説_平易化.xlsx,r_02_断続平衡説_平易化.xlsx
備崎経塚,1,r_01_備崎経塚_平易化.xlsx,r_02_備崎経塚_平易化.xlsx
イェーガン,2,r_01_イェーガン_平易化.xlsx,r_02_イェーガン_平易化.xlsx
飛騨市図書館,0,r_01_飛騨市図書館_平易化.xlsx,r_02_飛騨市図書館_平易化.xlsx
相生橋,2,r_01_相生橋_平易化.xlsx,r_02_相生橋_平易化.xlsx
ガリウム,4,r_01_ガリウム_平易化.xlsx,r_02_ガリウム_平易化.xlsx
桂・ハリマン協定,2,r_01_桂・ハリマン協定_平易化.xlsx,r_02_桂・ハリマン協定_平易化.xlsx
ユーゴスラビア社会主義連邦共和国,2,r_01_ユーゴスラビア社会主義連邦共和国_平易化.xlsx,r_02_ユーゴスラビア社会主義連邦共和国_平易化.xlsx
アメリカ合衆国の独立,2,r_01_アメリカ合衆国の独立_平易化.xlsx,r_02_アメリカ合衆国の独立_平易化.xlsx
イスラム美術,7,r_01_イスラム美術_平易化.xlsx,r_02_イスラム美術_平易化.xlsx
大明東町,2,r_01_大明東町_平易化.xlsx,r_02_大明東町_平易化.xlsx
鉱床学,5,r_01_鉱床学_平易化.xlsx,r_02_鉱床学_平易化.xlsx
関西私鉄の電力供給事業,5,r_01_関西私鉄の電力供給事業_平易化.xlsx,r_02_関西私鉄の電力供給事業_平易化.xlsx
マダガスカル,2,r_01_マダガスカル_平易化.xlsx,r_02_マダガスカル_平易化.xlsx
カラハン朝,2,r_01_カラハン朝_平易化.xlsx,r_02_カラハン朝_平易化.xlsx
海士町,2,r_01_海士町_平易化.xlsx,r_02_海士町_平易化.xlsx
イルカ追い込み漁,6,r_01_イルカ追い込み漁_平易化.xlsx,r_02_イルカ追い込み漁_平易化.xlsx
ハワイの歴史,2,s_01_ハワイの歴史_平易化.xlsx,s_02_ハワイの歴史_平易化.xlsx
岡田健蔵,2,r_01_岡田健蔵_平易化.xlsx,r_02_岡田健蔵_平易化.xlsx
ガーター勲章,3,r_01_ガーター勲章_平易化.xlsx,r_02_ガーター勲章_平易化.xlsx
ばらずし (丹後地方),5,r_01_ばらずし (丹後地方)_平易化.xlsx,r_02_ばらずし (丹後地方)_平易化.xlsx
縞状鉄鉱床,4,r_01_縞状鉄鉱床_平易化.xlsx,r_02_縞状鉄鉱床_平易化.xlsx
アルマダの海戦,2,r_01_アルマダの海戦_平易化.xlsx,r_02_アルマダの海戦_平易化.xlsx
ユナイテッド航空232便不時着事故,6,s_01_ユナイテッド航空232便不時着事故_平易化.xlsx,s_02_ユナイテッド航空232便不時着事故.xlsx
牛乳を注ぐ女,7,r_01_牛乳を注ぐ女_平易化.xlsx,r_02_牛乳を注ぐ女_平易化.xlsx
スコッチ・ウイスキー,5,s_01_スコッチ・ウイスキー_平易化.xlsx,s_02_スコッチ・ウイスキー_平易化.xlsx
エアバスA318,5,r_01_エアバスA318_平易化.xlsx,r_02_エアバスA318_平易化.xlsx
アルディ (アルディピテクス),4,r_01_アルディ (アルディピテクス)_平易化.xlsx,r_02_アルディ (アルディピテクス)_平易化.xlsx
ラバウル空襲,2,r_01_ラバウル空襲_平易化.xlsx,r_02_ラバウル空襲_平易化.xlsx
